id,category,kind,observation,file,width,height,source_files,flags
img-0142,others,artwork-or-artwork-documentation,Portrait of older man wearing hat; identity unconfirmed,media-library/curated/others/img-0142.jpg,2048,1536,media-library/curated/others/img-0142.jpg,context-or-credit-needs-confirmation
img-0147,others,documentation-photo,IIT Gandhinagar presentation photograph; source filename context,media-library/curated/others/img-0147.jpg,1280,960,media-library/curated/others/img-0147.jpg,
img-0148,others,documentation-photo,IIT Gandhinagar exhibition wall photograph,media-library/curated/others/img-0148.jpg,1600,1200,media-library/curated/others/img-0148.jpg,
img-0149,others,artwork-or-artwork-documentation,Exhibition wall detail and PARI label,media-library/curated/others/img-0149.jpg,1200,1600,media-library/curated/others/img-0149.jpg,
img-0150,others,documentation-photo,Presentation photograph,media-library/curated/others/img-0150.jpg,1280,960,media-library/curated/others/img-0150.jpg,
img-0179,others,artwork-or-artwork-documentation,Portrait through vehicle sunroof; context unconfirmed,media-library/curated/others/img-0179.jpg,3072,4096,media-library/curated/others/img-0179.jpg,context-or-credit-needs-confirmation
img-0212,others,documentation-photo,Bedside greeting photograph; personal context and publication consent unconfirmed,media-library/curated/others/img-0212.jpg,3072,4096,media-library/curated/others/img-0212.jpg,context-or-credit-needs-confirmation | personal-photo-publication-context-unconfirmed
img-0213,others,documentation-photo,Alternate bedside greeting photograph; personal context and publication consent unconfirmed,media-library/curated/others/img-0213.jpg,3072,4096,media-library/curated/others/img-0213.jpg,context-or-credit-needs-confirmation | personal-photo-publication-context-unconfirmed
img-0214,others,documentation-photo,Doorstep conversation photograph,media-library/curated/others/img-0214.jpg,900,1600,media-library/curated/others/img-0214.jpg,
img-0216,others,documentation-photo,Greeting elder at gate,media-library/curated/others/img-0216.jpg,900,1600,media-library/curated/others/img-0216.jpg,
img-0229,others,artwork-or-artwork-documentation,Seashore landscape,media-library/curated/others/img-0229.jpg,7475,4479,media-library/curated/others/img-0229.jpg,exact-duplicate-source-files-consolidated
img-0230,others,artwork-or-artwork-documentation,Flower stem against cloudy sky,media-library/curated/others/img-0230.jpg,3587,2644,media-library/curated/others/img-0230.jpg,
img-0231,others,artwork-or-artwork-documentation,Bare tree in green field,media-library/curated/others/img-0231.jpg,5065,3443,media-library/curated/others/img-0231.jpg,
img-0235,others,artwork-or-artwork-documentation,Pink flower beside building and railings,media-library/curated/others/img-0235.jpg,3963,2440,media-library/curated/others/img-0235.jpg,
img-0237,others,artwork-or-artwork-documentation,Mother and child,media-library/curated/others/img-0237.jpg,2703,2703,media-library/curated/others/img-0237.jpg,
img-0240,others,artwork-or-artwork-documentation,Trees against yellow sky,media-library/curated/others/img-0240.jpg,3636,2317,media-library/curated/others/img-0240.jpg,
img-0241,others,artwork-or-artwork-documentation,Reclining figure crescent and red flowing cloth,media-library/curated/others/img-0241.jpg,1440,753,media-library/curated/others/img-0241.jpg,
img-0242,others,artwork-or-artwork-documentation,Woman holding crescent against blue night,media-library/curated/others/img-0242.jpg,1440,754,media-library/curated/others/img-0242.jpg,
img-0246,others,artwork-or-artwork-documentation,Yellow flower bud,media-library/curated/others/img-0246.jpg,1440,976,media-library/curated/others/img-0246.jpg,
img-0247,others,artwork-or-artwork-documentation,Yellow blossoms in sketchbook,media-library/curated/others/img-0247.jpg,1440,850,media-library/curated/others/img-0247.jpg,
img-0248,others,artwork-or-artwork-documentation,Red flower on branch,media-library/curated/others/img-0248.jpg,3249,2280,media-library/curated/others/img-0248.jpg,
img-0249,others,artwork-or-artwork-documentation,Blue print of reclining figures,media-library/curated/others/img-0249.jpg,1440,1133,media-library/curated/others/img-0249.jpg,
img-0251,others,artwork-or-artwork-documentation,Mother and child beneath crescent,media-library/curated/others/img-0251.jpg,1080,1605,media-library/curated/others/img-0251.jpg,
img-0252,others,artwork-or-artwork-documentation,Child resting among green leaves,media-library/curated/others/img-0252.jpg,1439,1015,media-library/curated/others/img-0252.jpg,
img-0253,others,artwork-or-artwork-documentation,Child and large tree,media-library/curated/others/img-0253.jpg,1439,1015,media-library/curated/others/img-0253.jpg,
img-0254,others,artwork-or-artwork-documentation,Child by tree and fallen trunk,media-library/curated/others/img-0254.jpg,1401,1015,media-library/curated/others/img-0254.jpg,
img-0257,others,artwork-or-artwork-documentation,Child among trees and gathering,media-library/curated/others/img-0257.jpg,1416,1015,media-library/curated/others/img-0257.jpg,
img-0258,others,artwork-or-artwork-documentation,Single pink flower on paper,media-library/curated/others/img-0258.webp,1080,1080,media-library/curated/others/img-0258.webp,
img-0259,others,artwork-or-artwork-documentation,Sketchbook person and pink flower beside sea,media-library/curated/others/img-0259.webp,2310,1508,media-library/curated/others/img-0259.webp,
img-0260,others,artwork-or-artwork-documentation,Sketchbook floating person with flower under moon,media-library/curated/others/img-0260.webp,2455,1566,media-library/curated/others/img-0260.webp,
img-0261,others,artwork-or-artwork-documentation,Sketchbook floating person and flower over water,media-library/curated/others/img-0261.webp,2397,1616,media-library/curated/others/img-0261.webp,
img-0262,others,artwork-or-artwork-documentation,Sketchbook person reaching for flower above crescent,media-library/curated/others/img-0262.webp,2458,1615,media-library/curated/others/img-0262.webp,
img-0263,others,artwork-or-artwork-documentation,Sketchbook blue sea figure reaching toward flower,media-library/curated/others/img-0263.webp,2357,1416,media-library/curated/others/img-0263.webp,
img-0264,others,artwork-or-artwork-documentation,Sketchbook river landscape and Bengali lettering,media-library/curated/others/img-0264.webp,2266,1406,media-library/curated/others/img-0264.webp,
img-0272,others,artwork-or-artwork-documentation,Hand holding miniature night landscape sketchbook,media-library/curated/others/img-0272.jpg,1358,1358,media-library/curated/others/img-0272.jpg,
img-0273,others,artwork-or-artwork-documentation,Hand holding valley landscape sketchbook,media-library/curated/others/img-0273.jpg,1318,1318,media-library/curated/others/img-0273.jpg,
img-0274,others,artwork-or-artwork-documentation,White flowers on dark background,media-library/curated/others/img-0274.jpg,959,1199,media-library/curated/others/img-0274.jpg,
img-0275,others,artwork-or-artwork-documentation,Mother and child crescent; alternate image 112,media-library/curated/others/img-0275.jpg,1077,924,media-library/curated/others/img-0275.jpg,
img-0276,others,artwork-or-artwork-documentation,Mother combing child's hair at night,media-library/curated/others/img-0276.jpg,1440,1189,media-library/curated/others/img-0276.jpg,
img-0278,others,artwork-or-artwork-documentation,Blue room interior with sofa and books,media-library/curated/others/img-0278.jpg,2608,3165,media-library/curated/others/img-0278.jpg,
img-0280,others,artwork-or-artwork-documentation,Detail of moonlit waves,media-library/curated/others/img-0280.jpg,1440,1800,media-library/curated/others/img-0280.jpg,
img-0281,others,artwork-or-artwork-documentation,Full moonlit waves composition,media-library/curated/others/img-0281.jpg,1440,1489,media-library/curated/others/img-0281.jpg,
img-0283,others,artwork-or-artwork-documentation,Three figures standing in moonlit water,media-library/curated/others/img-0283.jpg,7381,5203,media-library/curated/others/img-0283.jpg,
img-0284,others,artwork-or-artwork-documentation,Women beside river gorge,media-library/curated/others/img-0284.jpg,7548,5271,media-library/curated/others/img-0284.jpg,
img-0285,others,artwork-or-artwork-documentation,Three figures beside winding river,media-library/curated/others/img-0285.jpg,3786,2711,media-library/curated/others/img-0285.jpg,
img-0287,others,artwork-or-artwork-documentation,Birds along river bend,media-library/curated/others/img-0287.jpg,7557,5393,media-library/curated/others/img-0287.jpg,
img-0288,others,artwork-or-artwork-documentation,Painted Chambal and Yamuna map; artistic reference not authoritative geography,media-library/curated/others/img-0288.jpg,7315,5277,media-library/curated/others/img-0288.jpg,
img-0289,others,artwork-or-artwork-documentation,Blue river branches and small figures,media-library/curated/others/img-0289.jpg,7657,5462,media-library/curated/others/img-0289.jpg,
img-0290,others,artwork-or-artwork-documentation,Woman with long flowing green cloth across gorge,media-library/curated/others/img-0290.jpg,7502,5329,media-library/curated/others/img-0290.jpg,
img-0292,others,artwork-or-artwork-documentation,River gorge landscape,media-library/curated/others/img-0292.jpg,3867,2725,media-library/curated/others/img-0292.jpg,
img-0293,others,artwork-or-artwork-documentation,Winding river and tributaries,media-library/curated/others/img-0293.jpg,6954,4982,media-library/curated/others/img-0293.jpg,
img-0294,others,artwork-or-artwork-documentation,Alternate flower and barbed wire image 267,media-library/curated/others/img-0294.jpg,2236,1351,media-library/curated/others/img-0294.jpg,
img-0296,others,artwork-or-artwork-documentation,Tree on ochre ground,media-library/curated/others/img-0296.jpg,1440,1180,media-library/curated/others/img-0296.jpg,
img-0297,others,artwork-or-artwork-documentation,Red sun among trees,media-library/curated/others/img-0297.jpg,2598,3248,media-library/curated/others/img-0297.jpg,
img-0298,others,artwork-or-artwork-documentation,Tree shrine and red sun,media-library/curated/others/img-0298.jpg,2586,2586,media-library/curated/others/img-0298.jpg,
img-0299,others,artwork-or-artwork-documentation,Portrait of bearded man; identity unconfirmed,media-library/curated/others/img-0299.jpg,4096,3182,media-library/curated/others/img-0299.jpg,context-or-credit-needs-confirmation
img-0301,others,artwork-or-artwork-documentation,Moon tree and patterned form on ground,media-library/curated/others/img-0301.jpg,1440,1466,media-library/curated/others/img-0301.jpg,
img-0308,others,artwork-or-artwork-documentation,Woman portrait in red and blue; context uncertain,media-library/curated/others/img-0308.jpg,4096,3781,media-library/curated/others/img-0308.jpg,context-or-credit-needs-confirmation
img-0309,others,artwork-or-artwork-documentation,Red flowers bees and crescent,media-library/curated/others/img-0309.jpg,6003,4163,media-library/curated/others/img-0309.jpg,
img-0310,others,artwork-or-artwork-documentation,Bees around orange flower,media-library/curated/others/img-0310.jpg,5081,4919,media-library/curated/others/img-0310.jpg,exact-duplicate-source-files-consolidated
img-0311,others,artwork-or-artwork-documentation,Woman carrying child beside tree,media-library/curated/others/img-0311.jpg,5796,8160,media-library/curated/others/img-0311.jpg,
img-0312,others,artwork-or-artwork-documentation,Red flower above exposed roots,media-library/curated/others/img-0312.jpg,4024,5548,media-library/curated/others/img-0312.jpg,exact-duplicate-source-files-consolidated
img-0314,others,artwork-or-artwork-documentation,Alternate woman child and tree composition,media-library/curated/others/img-0314.jpg,4820,6914,media-library/curated/others/img-0314.jpg,
img-0323,others,documentation-photo,Photograph of historical painted wall; reference and authorship unconfirmed,media-library/curated/others/img-0323.jpg,2448,3264,media-library/curated/others/img-0323.jpg,context-or-credit-needs-confirmation | exact-duplicate-source-files-consolidated
img-0324,others,documentation-photo,Sideways photograph of woman child and boat painting,media-library/curated/others/img-0324.jpg,6120,8160,media-library/curated/others/img-0324.jpg,source-orientation-retained | exact-duplicate-source-files-consolidated
img-0325,others,artwork-or-artwork-documentation,Closer view of woman child and boat painting,media-library/curated/others/img-0325.jpg,3876,3098,media-library/curated/others/img-0325.jpg,exact-duplicate-source-files-consolidated
img-0329,others,documentation-photo,Blue wheeled bag study; photographed sideways,media-library/curated/others/img-0329.jpg,3060,4080,media-library/curated/others/img-0329.jpg,source-orientation-retained | exact-duplicate-source-files-consolidated
img-0330,others,documentation-photo,Grey duffel bag study; photographed sideways,media-library/curated/others/img-0330.jpg,3060,4080,media-library/curated/others/img-0330.jpg,source-orientation-retained | exact-duplicate-source-files-consolidated
img-0331,others,documentation-photo,Dark backpack study; photographed sideways,media-library/curated/others/img-0331.jpg,3060,4080,media-library/curated/others/img-0331.jpg,source-orientation-retained | exact-duplicate-source-files-consolidated
img-0332,others,documentation-photo,Red backpack study; photographed sideways,media-library/curated/others/img-0332.jpg,3060,4080,media-library/curated/others/img-0332.jpg,source-orientation-retained | exact-duplicate-source-files-consolidated
img-0333,others,documentation-photo,Patterned duffel bag study; photographed sideways,media-library/curated/others/img-0333.jpg,3060,4080,media-library/curated/others/img-0333.jpg,source-orientation-retained | exact-duplicate-source-files-consolidated
img-0334,others,documentation-photo,Teal suitcase study; photographed sideways,media-library/curated/others/img-0334.jpg,3060,4080,media-library/curated/others/img-0334.jpg,source-orientation-retained | exact-duplicate-source-files-consolidated
img-0335,others,documentation-photo,Cement sack study; photographed sideways,media-library/curated/others/img-0335.jpg,3060,4080,media-library/curated/others/img-0335.jpg,source-orientation-retained | exact-duplicate-source-files-consolidated
img-0336,others,documentation-photo,Grey tied bag study; photographed sideways,media-library/curated/others/img-0336.jpg,3060,4080,media-library/curated/others/img-0336.jpg,source-orientation-retained | exact-duplicate-source-files-consolidated
img-0337,others,documentation-photo,Yellow grain sack study; photographed sideways,media-library/curated/others/img-0337.jpg,3060,4080,media-library/curated/others/img-0337.jpg,source-orientation-retained | exact-duplicate-source-files-consolidated
img-0338,others,documentation-photo,Red bag study; photographed sideways,media-library/curated/others/img-0338.jpg,3060,4080,media-library/curated/others/img-0338.jpg,source-orientation-retained | exact-duplicate-source-files-consolidated
img-0339,others,documentation-photo,Red woven bag study; photographed sideways,media-library/curated/others/img-0339.jpg,3060,4080,media-library/curated/others/img-0339.jpg,source-orientation-retained | exact-duplicate-source-files-consolidated
img-0340,others,artwork-or-artwork-documentation,Woman portrait with crescent,media-library/curated/others/img-0340.jpg,1080,1063,media-library/curated/others/img-0340.jpg,exact-duplicate-source-files-consolidated
img-0342,others,documentation-photo,Seascape with cranes; photographed installation detail,media-library/curated/others/img-0342.jpg,8160,6120,media-library/curated/others/img-0342.jpg,exact-duplicate-source-files-consolidated
img-0343,others,artwork-or-artwork-documentation,Vertical shore and cranes study,media-library/curated/others/img-0343.jpg,1666,3460,media-library/curated/others/img-0343.jpg,exact-duplicate-source-files-consolidated
img-0344,others,artwork-or-artwork-documentation,River map and seascape installation detail,media-library/curated/others/img-0344.jpg,3906,2444,media-library/curated/others/img-0344.jpg,exact-duplicate-source-files-consolidated
img-0345,others,artwork-or-artwork-documentation,Blue river map study,media-library/curated/others/img-0345.jpg,3974,1484,media-library/curated/others/img-0345.jpg,exact-duplicate-source-files-consolidated
img-0346,others,artwork-or-artwork-documentation,Teal river map study,media-library/curated/others/img-0346.jpg,2619,949,media-library/curated/others/img-0346.jpg,exact-duplicate-source-files-consolidated
img-0347,others,artwork-or-artwork-documentation,Minimal river line study,media-library/curated/others/img-0347.jpg,2484,1141,media-library/curated/others/img-0347.jpg,exact-duplicate-source-files-consolidated
img-0348,others,artwork-or-artwork-documentation,Vertical blue waves study,media-library/curated/others/img-0348.jpg,3267,6903,media-library/curated/others/img-0348.jpg,exact-duplicate-source-files-consolidated
img-0349,others,artwork-or-artwork-documentation,Shore waves under grey sky,media-library/curated/others/img-0349.jpg,4712,6394,media-library/curated/others/img-0349.jpg,exact-duplicate-source-files-consolidated
img-0350,others,artwork-or-artwork-documentation,Pale sea and crescent,media-library/curated/others/img-0350.jpg,2435,1540,media-library/curated/others/img-0350.jpg,exact-duplicate-source-files-consolidated
img-0364,others,artwork-or-artwork-documentation,Exhibition visitors and mixed installation wall,media-library/curated/others/img-0364.jpg,4080,2304,media-library/curated/others/img-0364.jpg,exact-duplicate-source-files-consolidated
img-0365,others,documentation-photo,Visitors photographing exhibition wall,media-library/curated/others/img-0365.jpg,4080,2304,media-library/curated/others/img-0365.jpg,exact-duplicate-source-files-consolidated
img-0366,others,artwork-or-artwork-documentation,Child viewing video installation,media-library/curated/others/img-0366.jpg,4080,2304,media-library/curated/others/img-0366.jpg,exact-duplicate-source-files-consolidated
img-0367,others,artwork-or-artwork-documentation,Visitor viewing collective exhibition wall,media-library/curated/others/img-0367.jpg,4080,2304,media-library/curated/others/img-0367.jpg,exact-duplicate-source-files-consolidated
img-0368,others,artwork-or-artwork-documentation,Group viewing exhibition wall,media-library/curated/others/img-0368.jpg,4080,2304,media-library/curated/others/img-0368.jpg,exact-duplicate-source-files-consolidated
img-0369,others,artwork-or-artwork-documentation,Alternate visitor group at exhibition,media-library/curated/others/img-0369.jpg,4080,2304,media-library/curated/others/img-0369.jpg,exact-duplicate-source-files-consolidated
img-0370,others,artwork-or-artwork-documentation,Children playing outdoors at night,media-library/curated/others/img-0370.jpg,4080,2304,media-library/curated/others/img-0370.jpg,exact-duplicate-source-files-consolidated
img-0371,others,artwork-or-artwork-documentation,Mustard field seen through mesh fence,media-library/curated/others/img-0371.jpg,4080,2304,media-library/curated/others/img-0371.jpg,exact-duplicate-source-files-consolidated
img-0372,others,documentation-photo,Alternate mustard field photograph,media-library/curated/others/img-0372.jpg,4080,2304,media-library/curated/others/img-0372.jpg,exact-duplicate-source-files-consolidated
img-0373,others,artwork-or-artwork-documentation,Hand holding sketchbook red flower page,media-library/curated/others/img-0373.jpg,2988,2216,media-library/curated/others/img-0373.jpg,exact-duplicate-source-files-consolidated
img-0374,others,artwork-or-artwork-documentation,Sketchbook pale yellow landscape,media-library/curated/others/img-0374.jpg,2643,1890,media-library/curated/others/img-0374.jpg,exact-duplicate-source-files-consolidated
img-0375,others,artwork-or-artwork-documentation,Sketchbook dark grassy landscape,media-library/curated/others/img-0375.jpg,2722,1947,media-library/curated/others/img-0375.jpg,exact-duplicate-source-files-consolidated
img-0376,others,artwork-or-artwork-documentation,Sketchbook trees on yellow grey ground,media-library/curated/others/img-0376.jpg,2778,2003,media-library/curated/others/img-0376.jpg,exact-duplicate-source-files-consolidated
img-0377,others,artwork-or-artwork-documentation,Sketchbook trees and fields,media-library/curated/others/img-0377.jpg,2619,1931,media-library/curated/others/img-0377.jpg,exact-duplicate-source-files-consolidated
img-0378,others,artwork-or-artwork-documentation,Sketchbook trees and yellow sky,media-library/curated/others/img-0378.jpg,2604,1940,media-library/curated/others/img-0378.jpg,exact-duplicate-source-files-consolidated
img-0379,others,artwork-or-artwork-documentation,Sketchbook yellow wash,media-library/curated/others/img-0379.jpg,2784,2011,media-library/curated/others/img-0379.jpg,exact-duplicate-source-files-consolidated
img-0380,others,artwork-or-artwork-documentation,Sketchbook pale sky and dark grasses,media-library/curated/others/img-0380.jpg,2825,2075,media-library/curated/others/img-0380.jpg,exact-duplicate-source-files-consolidated
img-0381,others,artwork-or-artwork-documentation,Sketchbook dark fields,media-library/curated/others/img-0381.jpg,2832,2030,media-library/curated/others/img-0381.jpg,exact-duplicate-source-files-consolidated
img-0382,others,artwork-or-artwork-documentation,Indoor portrait beside bookshelves,media-library/curated/others/img-0382.jpg,4080,2304,media-library/curated/others/img-0382.jpg,
img-0384,others,artwork-or-artwork-documentation,Night group portrait; event unconfirmed,media-library/curated/others/img-0384.jpg,4080,2304,media-library/curated/others/img-0384.jpg,context-or-credit-needs-confirmation
img-0404,others,documentation-photo,Indoor greeting photograph; context unconfirmed,media-library/curated/others/img-0404.jpg,4080,3060,media-library/curated/others/img-0404.jpg,context-or-credit-needs-confirmation
img-0412,others,artwork-or-artwork-documentation,Portrait of three men; identities and event unconfirmed,media-library/curated/others/img-0412.jpg,4080,3060,media-library/curated/others/img-0412.jpg,context-or-credit-needs-confirmation
img-0413,others,artwork-or-artwork-documentation,Night gathering; event unconfirmed,media-library/curated/others/img-0413.jpg,4080,3060,media-library/curated/others/img-0413.jpg,context-or-credit-needs-confirmation
img-0426,others,artwork-or-artwork-documentation,Older woman and child with embroidered quilt; personal context unconfirmed,media-library/curated/others/img-0426.jpg,4080,3060,media-library/curated/others/img-0426.jpg,context-or-credit-needs-confirmation | personal-photo-publication-context-unconfirmed
img-0444,others,documentation-photo,Painting small figurine; craft process photograph,media-library/curated/others/img-0444.jpg,756,1044,media-library/curated/others/img-0444.jpg,
img-0447,others,artwork-or-artwork-documentation,Night gathering; event unconfirmed,media-library/curated/others/img-0447.jpg,4080,3060,media-library/curated/others/img-0447.jpg,context-or-credit-needs-confirmation
img-0452,others,documentation-photo,Outdoor seated conversation; event unconfirmed,media-library/curated/others/img-0452.jpg,4080,3060,media-library/curated/others/img-0452.jpg,context-or-credit-needs-confirmation
img-0465,others,artwork-or-artwork-documentation,Older man walking along roadside; event unconfirmed,media-library/curated/others/img-0465.jpg,4080,3060,media-library/curated/others/img-0465.jpg,context-or-credit-needs-confirmation
