id,category,kind,observation,file,width,height,source_files,flags
img-0183,political,artwork-or-artwork-documentation,Alternate view farmer wall mural,media-library/curated/political/img-0183.jpg,1600,1200,media-library/curated/political/img-0183.jpg,
img-0184,political,artwork-or-artwork-documentation,Campaign raised fist and flags,media-library/curated/political/img-0184.jpg,864,1152,media-library/curated/political/img-0184.jpg,
img-0185,political,artwork-or-artwork-documentation,Long campaign wall lettering,media-library/curated/political/img-0185.jpg,1600,720,media-library/curated/political/img-0185.jpg,
img-0186,political,artwork-or-artwork-documentation,Wall mural mother child and document,media-library/curated/political/img-0186.jpg,1500,1125,media-library/curated/political/img-0186.jpg,
img-0187,political,artwork-or-artwork-documentation,Wider mother child wall mural,media-library/curated/political/img-0187.jpg,1500,1125,media-library/curated/political/img-0187.jpg,
img-0188,political,artwork-or-artwork-documentation,Wall mural carrying crop,media-library/curated/political/img-0188.jpg,1500,1125,media-library/curated/political/img-0188.jpg,
img-0189,political,artwork-or-artwork-documentation,Campaign wall and painters,media-library/curated/political/img-0189.jpg,1156,651,media-library/curated/political/img-0189.jpg,
img-0190,political,artwork-or-artwork-documentation,Campaign wall and painter,media-library/curated/political/img-0190.jpg,1600,901,media-library/curated/political/img-0190.jpg,
img-0191,political,artwork-or-artwork-documentation,Campaign lettering and painter,media-library/curated/political/img-0191.jpg,1600,901,media-library/curated/political/img-0191.jpg,
img-0192,political,artwork-or-artwork-documentation,Campaign lettering and party symbol,media-library/curated/political/img-0192.jpg,1600,901,media-library/curated/political/img-0192.jpg,
img-0193,political,artwork-or-artwork-documentation,Wall painting in progress,media-library/curated/political/img-0193.jpg,1600,901,media-library/curated/political/img-0193.jpg,
img-0194,political,artwork-or-artwork-documentation,Street beside campaign wall,media-library/curated/political/img-0194.jpg,1600,901,media-library/curated/political/img-0194.jpg,
img-0195,political,documentation-photo,Alternate photograph painter and lettering,media-library/curated/political/img-0195.jpg,1600,901,media-library/curated/political/img-0195.jpg,
img-0196,political,documentation-photo,Alternate photograph wall and painters,media-library/curated/political/img-0196.jpg,1600,901,media-library/curated/political/img-0196.jpg,
img-0197,political,documentation-photo,Doorstep campaign conversation,media-library/curated/political/img-0197.jpg,1600,738,media-library/curated/political/img-0197.jpg,
img-0198,political,documentation-photo,Campaign conversation through gate,media-library/curated/political/img-0198.jpg,1600,738,media-library/curated/political/img-0198.jpg,
img-0199,political,documentation-photo,Campaign walk alongside highway,media-library/curated/political/img-0199.jpg,1600,738,media-library/curated/political/img-0199.jpg,
img-0200,political,documentation-photo,Market campaign photograph,media-library/curated/political/img-0200.jpg,4096,3072,media-library/curated/political/img-0200.jpg,
img-0201,political,documentation-photo,Alternate market campaign photograph,media-library/curated/political/img-0201.jpg,4096,3072,media-library/curated/political/img-0201.jpg,
img-0202,political,documentation-photo,Greeting seated elder,media-library/curated/political/img-0202.jpg,3072,4096,media-library/curated/political/img-0202.jpg,
img-0203,political,documentation-photo,Conversation across garden wall,media-library/curated/political/img-0203.jpg,3072,4096,media-library/curated/political/img-0203.jpg,
img-0204,political,documentation-photo,Market conversation with flag,media-library/curated/political/img-0204.jpg,3072,4096,media-library/curated/political/img-0204.jpg,
img-0205,political,documentation-photo,Campaign walk outside shop,media-library/curated/political/img-0205.jpg,3072,4096,media-library/curated/political/img-0205.jpg,
img-0206,political,documentation-photo,Market handshake photograph,media-library/curated/political/img-0206.jpg,3072,4096,media-library/curated/political/img-0206.jpg,
img-0207,political,documentation-photo,Market greeting photograph,media-library/curated/political/img-0207.jpg,4096,3072,media-library/curated/political/img-0207.jpg,
img-0208,political,artwork-or-artwork-documentation,Campaign group in market,media-library/curated/political/img-0208.jpg,4096,3072,media-library/curated/political/img-0208.jpg,
img-0209,political,documentation-photo,Market conversation with placards,media-library/curated/political/img-0209.jpg,3072,4096,media-library/curated/political/img-0209.jpg,
img-0210,political,documentation-photo,Alternate market handshake photograph,media-library/curated/political/img-0210.jpg,4096,3072,media-library/curated/political/img-0210.jpg,
img-0211,political,artwork-or-artwork-documentation,Painted portrait with raised fist; authorship unconfirmed,media-library/curated/political/img-0211.jpg,2675,2050,media-library/curated/political/img-0211.jpg,context-or-credit-needs-confirmation | artist-attribution-unconfirmed
img-0215,political,documentation-photo,Greeting child during campaign,media-library/curated/political/img-0215.jpg,900,1600,media-library/curated/political/img-0215.jpg,
img-0217,political,artwork-or-artwork-documentation,Campaign portrait with garland and flag,media-library/curated/political/img-0217.jpg,900,1600,media-library/curated/political/img-0217.jpg,
img-0218,political,artwork-or-artwork-documentation,Campaign procession,media-library/curated/political/img-0218.jpg,1600,900,media-library/curated/political/img-0218.jpg,
img-0219,political,artwork-or-artwork-documentation,Night campaign group portrait,media-library/curated/political/img-0219.jpg,900,1600,media-library/curated/political/img-0219.jpg,
img-0220,political,documentation-photo,Campaign greeting in street,media-library/curated/political/img-0220.jpg,1600,738,media-library/curated/political/img-0220.jpg,
img-0221,political,documentation-photo,Greeting elder with garland,media-library/curated/political/img-0221.jpg,900,1600,media-library/curated/political/img-0221.jpg,
img-0222,political,documentation-photo,Alternate greeting elder,media-library/curated/political/img-0222.jpg,900,1600,media-library/curated/political/img-0222.jpg,
img-0223,political,artwork-or-artwork-documentation,Raised fist beside bicycle during campaign,media-library/curated/political/img-0223.jpg,906,1599,media-library/curated/political/img-0223.jpg,
img-0224,political,artwork-or-artwork-documentation,Flowers placed in hair during campaign,media-library/curated/political/img-0224.jpg,900,1600,media-library/curated/political/img-0224.jpg,
img-0225,political,artwork-or-artwork-documentation,Night campaign procession,media-library/curated/political/img-0225.jpg,1600,1200,media-library/curated/political/img-0225.jpg,
img-0226,political,documentation-photo,Night photograph beside campaign wall,media-library/curated/political/img-0226.jpg,1600,1200,media-library/curated/political/img-0226.jpg,
img-0227,political,artwork-or-artwork-documentation,Seated portrait with party scarf,media-library/curated/political/img-0227.jpg,3119,4160,media-library/curated/political/img-0227.jpg,
img-0228,political,documentation-photo,Taking photograph beside campaign wall,media-library/curated/political/img-0228.jpg,1600,1115,media-library/curated/political/img-0228.jpg,
img-0232,political,artwork-or-artwork-documentation,Domestic room children and books,media-library/curated/political/img-0232.jpg,7484,4973,media-library/curated/political/img-0232.jpg,
img-0233,political,artwork-or-artwork-documentation,Woman beside train with flowing Bengali text; preserve text,media-library/curated/political/img-0233.jpg,7569,4863,media-library/curated/political/img-0233.jpg,
img-0234,political,artwork-or-artwork-documentation,Woman behind barbed wire,media-library/curated/political/img-0234.jpg,4961,7016,media-library/curated/political/img-0234.jpg,
img-0236,political,artwork-or-artwork-documentation,Ant-like figures marching with raised fists,media-library/curated/political/img-0236.jpg,1080,706,media-library/curated/political/img-0236.jpg,
img-0238,political,poster-or-publication-graphic,Babri mosque political poster with Bengali text,media-library/curated/political/img-0238.jpg,2666,2081,media-library/curated/political/img-0238.jpg,
img-0243,political,artwork-or-artwork-documentation,Farmers crossing police barricades,media-library/curated/political/img-0243.jpg,1440,1440,media-library/curated/political/img-0243.jpg,
img-0245,political,artwork-or-artwork-documentation,Farmer wheat and barricades portrait,media-library/curated/political/img-0245.jpg,2385,2981,media-library/curated/political/img-0245.jpg,
img-0250,political,artwork-or-artwork-documentation,People walking railway tracks and scattered belongings,media-library/curated/political/img-0250.jpg,1080,1613,media-library/curated/political/img-0250.jpg,
img-0255,political,artwork-or-artwork-documentation,Excavator cutting tree beside child,media-library/curated/political/img-0255.jpg,1410,1015,media-library/curated/political/img-0255.jpg,
img-0256,political,artwork-or-artwork-documentation,Bombed landscape with aircraft and falling figure,media-library/curated/political/img-0256.jpg,1425,1015,media-library/curated/political/img-0256.jpg,
img-0265,political,artwork-or-artwork-documentation,Felani Khatun border killing sketchbook memorial; preserve inscription,media-library/curated/political/img-0265.webp,2318,1480,media-library/curated/political/img-0265.webp,
img-0266,political,artwork-or-artwork-documentation,Sketchbook barbed wire,media-library/curated/political/img-0266.webp,2305,1341,media-library/curated/political/img-0266.webp,
img-0267,political,artwork-or-artwork-documentation,Pink flower on barbed wire,media-library/curated/political/img-0267.webp,2236,1351,media-library/curated/political/img-0267.webp,
img-0268,political,artwork-or-artwork-documentation,Pink flower above barbed wire,media-library/curated/political/img-0268.webp,2344,1539,media-library/curated/political/img-0268.webp,
img-0269,political,artwork-or-artwork-documentation,World map behind barbed wire,media-library/curated/political/img-0269.webp,2150,1371,media-library/curated/political/img-0269.webp,
